bigrams,count,percentage,pos
classical mythology,4,0.008,"adj,noun"
and two,4,0.008,"other,other"
is standing,4,0.008,"verb,verb"
standing on,4,0.008,"verb,other"
possibly representing,4,0.008,"adv,verb"
the narrative,4,0.008,"other,adj"
are positioned,4,0.008,"verb,verb"
innocence or,4,0.008,"noun,other"
used to,4,0.008,"adj,other"
enhance the,4,0.008,"noun,other"
intricate designs,4,0.008,"noun,noun"
looking slightly,4,0.008,"verb,adv"
to his,4,0.008,"other,other"
his attire,4,0.008,"other,noun"
shading that,4,0.008,"verb,other"
are muted,4,0.008,"verb,verb"
from christian,4,0.008,"other,adj"
christian art,4,0.008,"adj,noun"
elongated figures,4,0.008,"verb,noun"
a similar,4,0.008,"other,adj"
another child,4,0.008,"other,noun"
figure who,4,0.008,"noun,other"
is directed,4,0.008,"verb,verb"
hip and,4,0.008,"noun,other"
with such,4,0.008,"other,adj"
deco era,4,0.008,"adj,verb"
lempicka tamara,4,0.008,"noun,verb"
woman appears,4,0.008,"noun,verb"
of intimacy,4,0.008,"other,noun"
attire that,4,0.008,"noun,other"
and streamlined,4,0.008,"other,verb"
modernity and,4,0.008,"noun,other"
elegance of,4,0.008,"noun,other"
the period,4,0.008,"other,noun"
emphasize the,4,0.008,"verb,other"
viewer she,4,0.008,"noun,other"
s features,4,0.008,"noun,noun"
a visually,4,0.008,"other,adv"
visually striking,4,0.008,"adv,verb"
us but,4,0.008,"other,other"
but her,4,0.008,"other,other"
of foliage,4,0.008,"other,noun"
are rich,4,0.008,"verb,adj"
and oranges,4,0.008,"other,verb"
highlight the,4,0.008,"noun,other"
of its,4,0.008,"other,other"
image captures,4,0.008,"noun,verb"
quiet intensity,4,0.008,"adj,noun"
convey the,4,0.008,"noun,other"
portrait in,4,0.008,"verb,other"
man named,4,0.008,"noun,verb"
lines bold,4,0.008,"noun,verb"
of modernity,4,0.008,"other,noun"
contrasting against,4,0.008,"verb,other"
and clothing,4,0.008,"other,verb"
which complements,4,0.008,"other,noun"
indicates that,4,0.008,"verb,other"
scene in,4,0.008,"noun,other"
is captured,4,0.008,"verb,verb"
of motion,4,0.008,"other,noun"
attire consists,4,0.008,"noun,verb"
artist tamara,4,0.008,"noun,verb"
strong lines,4,0.008,"adj,noun"
over it,4,0.008,"other,other"
has short,4,0.008,"verb,adj"
her legs,4,0.008,"other,noun"
a thoughtful,4,0.008,"other,noun"
indicating an,4,0.008,"verb,other"
muted colors,4,0.008,"verb,noun"
with subtle,4,0.008,"other,adj"
is distinctly,4,0.008,"verb,adv"
lempicka s,4,0.008,"noun,noun"
by artist,4,0.008,"other,noun"
lempicka the,4,0.008,"noun,other"
wears what,4,0.008,"noun,other"
of fashion,4,0.008,"other,noun"
fashion and,4,0.008,"noun,other"
sophistication the,4,0.008,"noun,other"
an expression,4,0.008,"other,noun"
expression that,4,0.008,"noun,other"
by earth,4,0.008,"other,noun"
which lends,4,0.008,"other,verb"
shadow is,4,0.008,"verb,verb"
highlighting the,4,0.008,"verb,other"
vibrant red,4,0.008,"adj,adj"
contemplative or,4,0.008,"adj,other"
folds of,4,0.008,"noun,other"
volume and,4,0.008,"noun,other"
depth the,4,0.008,"adj,other"
was popular,4,0.008,"verb,adj"
popular during,4,0.008,"adj,other"
movement or,4,0.008,"noun,other"
the fashion,4,0.008,"other,noun"
whites and,4,0.008,"noun,other"
the middle,4,0.008,"other,adj"
is draped,4,0.008,"verb,verb"
bold red,4,0.008,"verb,adj"
that matches,4,0.008,"other,noun"
white cloth,4,0.008,"adj,noun"
adding an,4,0.008,"verb,other"
contrasts sharply,4,0.008,"noun,adv"
authorship of,4,0.008,"noun,other"
individual s,4,0.008,"adj,noun"
is limited,4,0.008,"verb,verb"
an overall,4,0.008,"other,adj"
body the,4,0.008,"noun,other"
shading and,4,0.008,"verb,other"
like quality,4,0.008,"other,noun"
style as,4,0.008,"noun,other"
as evidenced,4,0.008,"other,verb"
evidenced by,4,0.008,"verb,other"
closely together,4,0.008,"adv,adv"
figure on,4,0.008,"noun,other"
quarter view,4,0.008,"noun,noun"
and their,4,0.008,"other,other"
the hair,4,0.008,"other,adj"
period with,4,0.008,"noun,other"
that complement,4,0.008,"other,noun"
complement the,4,0.008,"noun,other"
greens which,4,0.008,"noun,other"
effect that,4,0.008,"noun,other"
a guitar,4,0.008,"other,verb"
that drapes,4,0.008,"other,noun"
something outside,4,0.008,"noun,adj"
a central,4,0.008,"other,adj"
color are,4,0.008,"noun,verb"
high contrast,4,0.008,"adj,noun"
the green,4,0.008,"other,adj"
s interior,4,0.008,"noun,adj"
rich colors,4,0.008,"adj,noun"
green of,4,0.008,"adj,other"
often emphasizes,4,0.008,"adv,verb"
red garment,4,0.008,"adj,noun"
that accentuates,4,0.008,"other,verb"
landscape with,4,0.008,"noun,other"
a well,4,0.008,"other,adv"
hues the,4,0.008,"noun,other"
chair or,4,0.008,"noun,other"
gazes off,4,0.008,"verb,other"
women the,4,0.008,"noun,other"
limited palette,4,0.008,"verb,noun"
further enhances,4,0.008,"adv,verb"
feel of,4,0.008,"verb,other"
common theme,4,0.008,"adj,adj"
theme in,4,0.008,"adj,other"
of blues,4,0.008,"other,noun"
and grays,4,0.008,"other,noun"
contrast with,4,0.008,"noun,other"
the dynamic,4,0.008,"other,adj"
especially in,4,0.008,"adv,other"
features of,4,0.008,"noun,other"
minimalistic focusing,4,0.008,"adj,verb"
that conveys,4,0.008,"other,noun"
fitting for,4,0.008,"verb,other"
profile view,4,0.008,"adj,noun"
face she,4,0.008,"verb,other"
indeed a,4,0.008,"adv,other"
and has,4,0.008,"other,verb"
shadow in,4,0.008,"verb,other"
accentuates the,4,0.008,"verb,other"
colors which,4,0.008,"noun,other"
the more,4,0.008,"other,adv"
be gazing,4,0.008,"verb,verb"
stands on,4,0.008,"verb,other"
portrayals of,4,0.008,"noun,other"
with reds,4,0.008,"other,verb"
a rich,4,0.008,"other,adj"
is abstract,4,0.008,"verb,adj"
elements which,4,0.008,"noun,other"
dynamic visual,4,0.008,"adj,adj"
balanced and,4,0.008,"verb,other"
central figures,4,0.008,"adj,noun"
dress adorned,4,0.008,"noun,verb"
performance the,4,0.008,"noun,other"
contemplative expression,4,0.008,"adj,noun"
he holds,4,0.008,"other,verb"
the simplicity,4,0.008,"other,noun"
simplicity of,4,0.008,"noun,other"
a distinctive,4,0.008,"other,adj"
dressed as,4,0.008,"verb,other"
wearing traditional,4,0.008,"verb,adj"
complete with,4,0.008,"adj,other"
way the,4,0.008,"noun,other"
serene mood,4,0.008,"adj,noun"
flowers are,4,0.008,"noun,verb"
signature and,4,0.008,"noun,other"
red hair,4,0.008,"adj,adj"
classical attire,4,0.008,"adj,noun"
and warm,4,0.008,"other,adj"
and introspection,4,0.008,"other,noun"
is clearly,4,0.008,"verb,adv"
bold use,4,0.008,"verb,verb"
and lace,4,0.008,"other,noun"
glimpse of,4,0.008,"adj,other"
connection between,4,0.008,"noun,other"
of everyday,4,0.008,"other,adj"
arrangement of,4,0.008,"noun,other"
with green,4,0.008,"other,adj"
green leaves,4,0.008,"adj,verb"
domestic scene,4,0.008,"adj,noun"
created in,4,0.008,"verb,other"
this type,4,0.008,"other,noun"
up to,4,0.008,"other,other"
during this,4,0.008,"other,other"
uccello s,4,0.008,"adj,noun"
that falls,4,0.008,"other,verb"
a halo,4,0.008,"other,adj"
to this,4,0.008,"other,other"
shadows on,4,0.008,"verb,other"
dark which,4,0.008,"adj,other"
with muted,4,0.008,"other,verb"
calmness and,4,0.008,"noun,other"
a symbol,4,0.008,"other,verb"
and realistic,4,0.008,"other,adj"
is raised,4,0.008,"verb,verb"
backdrop for,4,0.008,"noun,other"
perspective which,4,0.008,"adj,other"
rendering of,4,0.008,"verb,other"
fine detail,4,0.008,"verb,noun"
which appears,4,0.008,"other,verb"
not clear,4,0.008,"adv,adj"
the statue,4,0.008,"other,verb"
of figures,4,0.008,"other,noun"
the body,4,0.008,"other,noun"
or other,4,0.008,"other,adj"
directed off,4,0.008,"verb,other"
headdress that,4,0.008,"noun,other"
that covers,4,0.008,"other,noun"
most of,4,0.008,"adv,other"
young child,4,0.008,"adj,noun"
painting which,4,0.008,"verb,other"
or simply,4,0.008,"other,adv"
a decorative,4,0.008,"other,adj"
composition with,4,0.008,"noun,other"
precise details,4,0.008,"adj,noun"
art styles,4,0.008,"noun,noun"
background shows,4,0.008,"noun,verb"
an elaborate,4,0.008,"other,noun"
s wearing,4,0.008,"noun,verb"
like flowers,4,0.008,"other,noun"
flowers or,4,0.008,"noun,other"
be from,4,0.008,"verb,other"
patterns the,4,0.008,"noun,other"
and to,4,0.008,"other,other"
a rocky,4,0.008,"other,adj"
landscape around,4,0.008,"noun,other"
effect of,4,0.008,"noun,other"
them is,4,0.008,"other,verb"
painting there,4,0.008,"verb,other"
a beach,4,0.008,"other,noun"
woman sits,4,0.008,"noun,noun"
expanse of,4,0.008,"adj,other"
a calm,4,0.008,"other,adj"
day at,4,0.008,"noun,other"
by visible,4,0.008,"other,adj"
the emphasis,4,0.008,"other,noun"
light is,4,0.008,"adj,verb"
boats are,4,0.008,"noun,verb"
are primarily,4,0.008,"verb,adv"
and they,4,0.008,"other,other"
boats or,4,0.008,"noun,other"
sea the,4,0.008,"noun,other"
visible text,4,0.008,"adj,other"
scene that,4,0.008,"noun,other"
are three,4,0.008,"verb,other"
three figures,4,0.008,"other,noun"
shadows and,4,0.008,"verb,other"
that focus,4,0.008,"other,noun"
by two,4,0.008,"other,other"
viewer and,4,0.008,"noun,other"
child is,4,0.008,"noun,verb"
is well,4,0.008,"verb,adv"
scenes and,4,0.008,"noun,other"
two young,4,0.008,"other,adj"
young girls,4,0.008,"adj,verb"
with blues,4,0.008,"other,noun"
broad brushstrokes,4,0.008,"adj,noun"
clearly visible,4,0.008,"adv,adj"
of harmony,4,0.008,"other,noun"
and nature,4,0.008,"other,adj"
you can,4,0.008,"other,other"
and flowers,4,0.008,"other,noun"
they might,4,0.008,"other,other"
painted with,4,0.008,"verb,other"
with loose,4,0.008,"other,adj"
gives a,4,0.008,"verb,other"
would be,4,0.008,"other,verb"
the tranquil,4,0.008,"other,noun"
of calm,4,0.008,"other,adj"
the quiet,4,0.008,"other,adj"
the soft,4,0.008,"other,adj"
emphasizes light,4,0.008,"verb,adj"
scene rather,4,0.008,"noun,adv"
fruits including,4,0.008,"noun,verb"
choice of,4,0.008,"noun,other"
suggest that,4,0.008,"noun,other"
than detail,4,0.008,"other,noun"
by paul,4,0.008,"other,verb"
often focused,4,0.008,"adv,verb"
various elements,4,0.008,"adj,noun"
of cezanne,4,0.008,"other,noun"
a post,4,0.008,"other,noun"
partially obscured,4,0.008,"adv,verb"
obscured by,4,0.008,"verb,other"
greenery and,4,0.008,"noun,other"
and trees,4,0.008,"other,noun"
the architecture,4,0.008,"other,noun"
sky the,4,0.008,"adj,other"
a rural,4,0.008,"other,adj"
also includes,4,0.008,"adv,verb"
and other,4,0.008,"other,adj"
and visible,4,0.008,"other,adj"
wide brim,4,0.008,"adj,adj"
ruffled collar,4,0.008,"verb,noun"
a loose,4,0.008,"other,adj"
typical elements,4,0.008,"adj,noun"
which contributes,4,0.008,"other,noun"
a mirror,4,0.008,"other,noun"
palette dominated,4,0.008,"noun,verb"
between light,4,0.008,"other,adj"
is part,4,0.008,"verb,noun"
a collar,4,0.008,"other,noun"
its color,4,0.008,"other,noun"
vivid and,4,0.008,"other,other"
and loose,4,0.008,"other,adj"
a visible,4,0.008,"other,adj"
form of,4,0.008,"noun,other"
cubist style,4,0.008,"noun,noun"
with trees,4,0.008,"other,noun"
features soft,4,0.008,"noun,adj"
at something,4,0.008,"other,noun"
skin and,4,0.008,"noun,other"
of warm,4,0.008,"other,adj"
work is,4,0.008,"verb,verb"
light creates,4,0.008,"adj,noun"
the naïve,4,0.008,"other,noun"
a house,4,0.008,"other,noun"
open to,4,0.008,"adj,other"
size and,4,0.008,"noun,other"
plant with,4,0.008,"noun,other"
contrasting colors,4,0.008,"verb,noun"
the surreal,4,0.008,"other,adj"
of chagall,4,0.008,"other,verb"
stands a,4,0.008,"verb,other"
on it,4,0.008,"other,other"
in blue,4,0.008,"other,noun"
in thought,4,0.008,"other,verb"
s presence,4,0.008,"noun,noun"
difficult to,4,0.008,"adj,other"
art or,4,0.008,"noun,other"
comfortably on,4,0.008,"adv,other"
including what,4,0.008,"verb,other"
the floor,4,0.008,"other,noun"
the clock,4,0.008,"other,noun"
features an,4,0.008,"noun,other"
placed in,4,0.008,"verb,other"
art and,4,0.008,"noun,other"
gives it,4,0.008,"verb,other"
but rather,4,0.008,"other,adv"
in terms,4,0.008,"other,noun"
terms of,4,0.008,"noun,other"
particular artwork,4,0.008,"adj,noun"
night sky,4,0.008,"noun,adj"
scattered throughout,4,0.008,"verb,other"
presented in,4,0.008,"verb,other"
flowers which,4,0.008,"noun,other"
piece a,4,0.008,"noun,other"
a variety,4,0.008,"other,verb"
variety of,4,0.008,"verb,other"
visual impact,4,0.008,"adj,noun"
impact of,4,0.008,"noun,other"
is expressive,4,0.008,"verb,adj"
strokes that,4,0.008,"noun,other"
an expressive,4,0.008,"other,adj"
and seems,4,0.008,"other,verb"
holds in,4,0.008,"verb,other"
she might,4,0.008,"other,other"
manner that,4,0.008,"adj,other"
shared depicts,4,0.008,"verb,noun"
simple lines,4,0.008,"noun,noun"
of life,4,0.008,"other,noun"
movement to,4,0.008,"noun,other"
solid color,4,0.008,"adj,noun"
found in,4,0.008,"verb,other"
degas s,4,0.008,"noun,noun"
a domestic,4,0.008,"other,adj"
might represent,4,0.008,"other,verb"
or mythological,4,0.008,"other,adj"
into a,4,0.008,"other,other"
her performance,4,0.008,"other,noun"
ballet dancers,4,0.008,"noun,noun"
and this,4,0.008,"other,other"
depicts an,4,0.008,"noun,other"
of ballet,4,0.008,"other,noun"
effect rather,4,0.008,"noun,adv"
ethereal quality,4,0.008,"noun,noun"
just a,4,0.008,"adv,other"
woman engrossed,4,0.008,"noun,verb"
of domestic,4,0.008,"other,adj"
pastel colors,4,0.008,"noun,noun"
woman stands,4,0.008,"noun,verb"
blocks of,4,0.008,"noun,other"
yellow blue,4,0.008,"adj,noun"
manner the,4,0.008,"adj,other"
s important,4,0.008,"noun,adj"
important to,4,0.008,"adj,other"
to note,4,0.008,"other,noun"
and facial,4,0.008,"other,adj"
during his,4,0.008,"other,other"
palette includes,4,0.008,"noun,verb"
forms that,4,0.008,"noun,other"
by pablo,4,0.008,"other,adj"
looking down,4,0.008,"verb,adv"
the neoclassical,4,0.008,"other,noun"
the drapery,4,0.008,"other,noun"
woman depicted,4,0.008,"noun,verb"
profile facing,4,0.008,"adj,verb"
right hand,4,0.008,"adj,noun"
the rest,4,0.008,"other,noun"
rest of,4,0.008,"noun,other"
of neoclassicism,4,0.008,"other,noun"
mother s,4,0.008,"noun,noun"
with clouds,4,0.008,"other,adj"
time period,4,0.008,"noun,noun"
to provide,4,0.008,"other,verb"
looking at,4,0.008,"verb,other"
and muted,4,0.008,"other,verb"
pastel like,4,0.008,"noun,other"
textures and,4,0.008,"noun,other"
young boy,4,0.008,"adj,adj"
soft focus,4,0.008,"adj,noun"
a renowned,4,0.008,"other,verb"
work which,4,0.008,"verb,other"
itself is,4,0.008,"other,verb"
open book,4,0.008,"adj,noun"
a work,4,0.008,"other,verb"
blue which,4,0.008,"noun,other"
s another,4,0.008,"noun,other"
flowers adding,4,0.008,"noun,verb"
their own,4,0.008,"other,adj"
left hand,4,0.008,"verb,noun"
mood the,4,0.008,"noun,other"
a lush,4,0.008,"other,noun"
garden or,4,0.008,"noun,other"
a tropical,4,0.008,"other,adj"
nature and,4,0.008,"adj,other"
spontaneous automatic,4,0.008,"adj,adj"
automatic or,4,0.008,"adj,other"
or subconscious,4,0.008,"other,adj"
subconscious creation,4,0.008,"adj,noun"
an artwork,4,0.008,"other,noun"
abstract expressionist,4,0.008,"adj,verb"
and sleeves,4,0.008,"other,noun"
artwork uses,4,0.008,"noun,noun"
with nature,4,0.008,"other,adj"
particularly striking,4,0.008,"adv,verb"
technique allows,4,0.008,"noun,verb"
in bold,4,0.008,"other,verb"
clouds and,4,0.008,"adj,other"
corner there,4,0.008,"noun,other"
of andy,4,0.008,"other,noun"
the iconic,4,0.008,"other,adj"
hat and,4,0.008,"other,other"
of baroque,4,0.008,"other,noun"
baroque art,4,0.008,"noun,noun"
diego velazquez,4,0.008,"noun,noun"
was active,4,0.008,"verb,adj"
a bed,4,0.008,"other,verb"
the angel,4,0.008,"other,other"
s most,4,0.008,"noun,adv"
mood and,4,0.008,"noun,other"
realistic style,4,0.008,"adj,noun"
lady macbeth,4,0.008,"adj,noun"
a palace,4,0.008,"other,noun"
the bridge,4,0.008,"other,noun"
by soft,4,0.008,"other,adj"
signed mary,4,0.008,"verb,adj"
painter and,4,0.008,"noun,other"
and printmaker,4,0.008,"other,noun"
cassatt in,4,0.008,"noun,other"
than focusing,4,0.008,"other,verb"
artist mary,4,0.008,"noun,adj"
the garden,4,0.008,"other,noun"
cassatt is,4,0.008,"noun,verb"
scene overall,4,0.008,"noun,adj"
women and,4,0.008,"noun,other"
the boat,4,0.008,"other,verb"
blue hat,4,0.008,"noun,other"
the ukiyo,4,0.008,"other,adj"
gauguin s,4,0.008,"verb,noun"
water around,3,0.006,"noun,other"
it an,3,0.006,"other,other"
of orange,3,0.006,"other,noun"
with geometric,3,0.006,"other,adj"
a testament,3,0.006,"other,adj"
testament to,3,0.006,"adj,other"
captures not,3,0.006,"verb,adv"
her character,3,0.006,"other,noun"
painting by,3,0.006,"verb,other"
by amedeo,3,0.006,"other,noun"
amedeo modigliani,3,0.006,"noun,noun"
and it,3,0.006,"other,other"
and simplified,3,0.006,"other,adj"
expression in,3,0.006,"noun,other"
large eyes,3,0.006,"adj,noun"
eyes that,3,0.006,"noun,other"
of modigliani,3,0.006,"other,noun"
his distinctive,3,0.006,"other,adj"
no other,3,0.006,"other,adj"
objects in,3,0.006,"noun,other"
emotion through,3,0.006,"noun,other"
key aspect,3,0.006,"adj,verb"
aspect of,3,0.006,"verb,other"
emotional state,3,0.006,"adj,noun"
is both,3,0.006,"verb,other"
abstract and,3,0.006,"adj,other"
artwork falls,3,0.006,"noun,verb"
as its,3,0.006,"other,other"
line and,3,0.006,"noun,other"
human body,3,0.006,"adj,noun"
expressionism the,3,0.006,"noun,other"
often focuses,3,0.006,"adv,noun"
emotional experience,3,0.006,"adj,noun"
her appearance,3,0.006,"other,noun"
somewhat subdued,3,0.006,"adv,verb"
and quiet,3,0.006,"other,adj"
a sky,3,0.006,"other,adj"
viewer to,3,0.006,"noun,other"
to focus,3,0.006,"other,noun"
georgia o,3,0.006,"adj,adv"
which provides,3,0.006,"other,verb"
movement known,3,0.006,"noun,verb"
matter the,3,0.006,"noun,other"
strong colors,3,0.006,"adj,noun"
quality despite,3,0.006,"noun,other"
precisionism the,3,0.006,"noun,other"
and organic,3,0.006,"other,adj"
of pink,3,0.006,"other,adj"
or flower,3,0.006,"other,verb"
not clearly,3,0.006,"adv,adv"
are subtle,3,0.006,"verb,adj"
a surface,3,0.006,"other,noun"
plant life,3,0.006,"noun,noun"
visible on,3,0.006,"adj,other"
align with,3,0.006,"noun,other"
what is,3,0.006,"other,verb"
featuring two,3,0.006,"noun,other"
in full,3,0.006,"other,adj"
side there,3,0.006,"verb,other"
the floral,3,0.006,"other,adj"
s title,3,0.006,"noun,noun"
with meticulous,3,0.006,"other,adj"
angles and,3,0.006,"noun,other"
the tree,3,0.006,"other,verb"
surroundings the,3,0.006,"noun,other"
is relatively,3,0.006,"verb,adv"
pieces of,3,0.006,"noun,other"
oranges and,3,0.006,"verb,other"
plate with,3,0.006,"noun,other"
floral elements,3,0.006,"adj,noun"
prominently the,3,0.006,"adv,other"
series of,3,0.006,"noun,other"
a simplified,3,0.006,"other,adj"
that reflects,3,0.006,"other,verb"
techniques the,3,0.006,"noun,other"
of white,3,0.006,"other,adj"
suggesting movement,3,0.006,"verb,noun"
bottom left,3,0.006,"noun,verb"
a famous,3,0.006,"other,adj"
e style,3,0.006,"verb,noun"
landscape scene,3,0.006,"noun,noun"
scene likely,3,0.006,"noun,adj"
hokusai the,3,0.006,"noun,other"
of japanese,3,0.006,"other,adj"
small boat,3,0.006,"adj,verb"
for both,3,0.006,"other,other"
landscape and,3,0.006,"noun,other"
be either,3,0.006,"verb,other"
a palette,3,0.006,"other,noun"
and natural,3,0.006,"other,adj"
natural beauty,3,0.006,"adj,noun"
skill in,3,0.006,"noun,other"
attire with,3,0.006,"noun,other"
depicted from,3,0.006,"verb,other"
the chest,3,0.006,"other,adj"
his facial,3,0.006,"other,adj"
with precision,3,0.006,"other,noun"
being the,3,0.006,"verb,other"
of detail,3,0.006,"other,noun"
clothing which,3,0.006,"verb,other"
has skillfully,3,0.006,"verb,adv"
skillfully used,3,0.006,"adv,adj"
to highlight,3,0.006,"other,noun"
particularly in,3,0.006,"adv,other"
painting overall,3,0.006,"verb,adj"
overall this,3,0.006,"adj,other"
it portrays,3,0.006,"other,verb"
s titled,3,0.006,"noun,verb"
painting features,3,0.006,"verb,noun"
several figures,3,0.006,"adj,noun"
typical in,3,0.006,"adj,other"
time the,3,0.006,"noun,other"
love and,3,0.006,"verb,other"
role in,3,0.006,"noun,other"
man and,3,0.006,"noun,other"
children the,3,0.006,"noun,other"
luxury and,3,0.006,"noun,other"
in clothing,3,0.006,"other,verb"
scene this,3,0.006,"noun,other"
a prime,3,0.006,"other,adj"
prime example,3,0.006,"adj,noun"
of how,3,0.006,"other,other"
of classical,3,0.006,"other,adj"
the renaissance,3,0.006,"other,noun"
figure dressed,3,0.006,"noun,verb"
period when,3,0.006,"noun,other"
his right,3,0.006,"other,adj"
viewer giving,3,0.006,"noun,verb"
the observer,3,0.006,"other,other"
classical architectural,3,0.006,"adj,adj"
where artists,3,0.006,"other,noun"
status and,3,0.006,"noun,other"
their subjects,3,0.006,"other,noun"
demeanor the,3,0.006,"adj,other"
of many,3,0.006,"other,adj"
sought to,3,0.006,"verb,other"
with rich,3,0.006,"other,adj"
elegantly around,3,0.006,"adv,other"
mary is,3,0.006,"adj,verb"
is often,3,0.006,"verb,adv"
here the,3,0.006,"adv,other"
of jesus,3,0.006,"other,noun"
above them,3,0.006,"other,other"
gaze is,3,0.006,"noun,verb"
he appears,3,0.006,"other,verb"
profile with,3,0.006,"adj,other"
an object,3,0.006,"other,adj"
sky filled,3,0.006,"adj,verb"
a time,3,0.006,"other,noun"
the stylized,3,0.006,"other,verb"
and elongated,3,0.006,"other,verb"
this art,3,0.006,"other,noun"
artist de,3,0.006,"noun,other"
in attire,3,0.006,"other,noun"
their clothing,3,0.006,"other,verb"
features architectural,3,0.006,"noun,adj"
her elegance,3,0.006,"other,noun"
has captured,3,0.006,"verb,verb"
captured the,3,0.006,"verb,other"
features with,3,0.006,"noun,other"
figure has,3,0.006,"noun,verb"
upper class,3,0.006,"adj,noun"
and allure,3,0.006,"other,verb"
portrayed with,3,0.006,"verb,other"
a suit,3,0.006,"other,noun"
setting of,3,0.006,"verb,other"
highlights that,3,0.006,"noun,other"
a study,3,0.006,"other,verb"
ambiance of,3,0.006,"noun,other"
painter known,3,0.006,"noun,verb"
her portraits,3,0.006,"other,noun"
of various,3,0.006,"other,adj"
members of,3,0.006,"noun,other"
the 1920s,3,0.006,"other,other"
1920s and,3,0.006,"other,other"
and 1930s,3,0.006,"other,other"
and symmetry,3,0.006,"other,noun"
pose with,3,0.006,"verb,other"
above her,3,0.006,"other,other"
draped fabric,3,0.006,"verb,adj"
and fluidity,3,0.006,"other,noun"
fluidity the,3,0.006,"noun,other"
with dominant,3,0.006,"other,verb"
colored clothing,3,0.006,"adj,verb"
often featuring,3,0.006,"adv,noun"
short hair,3,0.006,"adj,adj"
crossed at,3,0.006,"verb,other"
thoughtful expression,3,0.006,"noun,noun"
and dimensionality,3,0.006,"other,noun"
lines smooth,3,0.006,"noun,adj"
corner confirming,3,0.006,"noun,verb"
the bed,3,0.006,"other,verb"
bed the,3,0.006,"verb,other"
with art,3,0.006,"other,noun"
a plain,3,0.006,"other,noun"
wall with,3,0.006,"noun,other"
a slight,3,0.006,"other,adj"
left has,3,0.006,"verb,verb"
her an,3,0.006,"other,other"
one shoulder,3,0.006,"other,noun"
right has,3,0.006,"adj,verb"
gazes directly,3,0.006,"verb,adv"
dark jacket,3,0.006,"adj,noun"
with broad,3,0.006,"other,adj"
fashion trends,3,0.006,"noun,noun"
the women,3,0.006,"other,noun"
relaxed pose,3,0.006,"verb,verb"
complexion and,3,0.006,"noun,other"
often features,3,0.006,"adv,noun"
s gaze,3,0.006,"noun,noun"
lighting highlights,3,0.006,"verb,noun"
contemplation her,3,0.006,"noun,other"
updo and,3,0.006,"adj,other"
wide brimmed,3,0.006,"adj,verb"
brimmed hat,3,0.006,"verb,other"
patterns and,3,0.006,"noun,other"
could symbolize,3,0.006,"other,verb"
reds blues,3,0.006,"verb,noun"
is the,3,0.006,"verb,other"
design and,3,0.006,"noun,other"
painted by,3,0.006,"verb,other"
skin tone,3,0.006,"noun,noun"
robe that,3,0.006,"noun,other"
matches the,3,0.006,"noun,other"
a harmonious,3,0.006,"other,adj"
arms she,3,0.006,"noun,other"
her surroundings,3,0.006,"other,noun"
her authorship,3,0.006,"other,noun"
balanced with,3,0.006,"verb,other"
leading the,3,0.006,"verb,other"
top to,3,0.006,"adj,other"
seated pose,3,0.006,"verb,verb"
simplicity the,3,0.006,"noun,other"
introspection the,3,0.006,"noun,other"
styled neatly,3,0.006,"verb,adv"
yet striking,3,0.006,"adv,verb"
cool tones,3,0.006,"noun,noun"
strong contrast,3,0.006,"adj,noun"
color range,3,0.006,"noun,verb"
a bird,3,0.006,"other,noun"
comfort and,3,0.006,"noun,other"
the elegance,3,0.006,"other,noun"
and contrast,3,0.006,"other,noun"
a boat,3,0.006,"other,verb"
and modernity,3,0.006,"other,noun"
to give,3,0.006,"other,verb"
and body,3,0.006,"other,noun"
background appears,3,0.006,"noun,verb"
playing a,3,0.006,"noun,other"
blue garment,3,0.006,"noun,noun"
intense gaze,3,0.006,"verb,noun"
the guitar,3,0.006,"other,verb"
it as,3,0.006,"other,other"
scheme is,3,0.006,"adj,verb"
which contribute,3,0.006,"other,noun"
woman styled,3,0.006,"noun,verb"
fabric that,3,0.006,"adj,other"
interior setting,3,0.006,"adj,verb"
with high,3,0.006,"other,adj"
a headscarf,3,0.006,"other,noun"
is dramatic,3,0.006,"verb,adj"
dramatic with,3,0.006,"adj,other"
lips her,3,0.006,"verb,other"
is neutral,3,0.006,"verb,adj"
lines geometric,3,0.006,"noun,adj"
dr boucard,3,0.006,"noun,adv"
of concentration,3,0.006,"other,noun"
which draws,3,0.006,"other,verb"
the lines,3,0.006,"other,noun"
shapes within,3,0.006,"noun,other"
of which,3,0.006,"other,other"
fur trim,3,0.006,"adj,verb"
is relaxed,3,0.006,"verb,verb"
depictions of,3,0.006,"noun,other"
includes bold,3,0.006,"verb,verb"
on warm,3,0.006,"other,adj"
luxurious feel,3,0.006,"adj,verb"
shadow creates,3,0.006,"verb,noun"
titled portrait,3,0.006,"verb,verb"
elegant attire,3,0.006,"verb,noun"
grays which,3,0.006,"noun,other"
of fabric,3,0.006,"other,adj"
features two,3,0.006,"noun,other"
to remain,3,0.006,"other,verb"
flat planes,3,0.006,"adj,noun"
characteristic features,3,0.006,"adj,noun"
holding the,3,0.006,"verb,other"
elegantly dressed,3,0.006,"adv,verb"
her neck,3,0.006,"other,noun"
streamlined forms,3,0.006,"verb,noun"
to emphasize,3,0.006,"other,verb"
figure seated,3,0.006,"noun,verb"
colors typical,3,0.006,"noun,adj"
the shoulders,3,0.006,"other,noun"
collar suggesting,3,0.006,"noun,verb"
be dressed,3,0.006,"verb,verb"
