bigrams,count,percentage,pos
and submission,2,0.0003,"other,noun"
submission the,2,0.0003,"noun,other"
be general,2,0.0003,"verb,adj"
battle where,2,0.0003,"noun,other"
surrendered to,2,0.0003,"verb,other"
led by,2,0.0003,"verb,other"
tents suggesting,2,0.0003,"noun,verb"
encampment the,2,0.0003,"adj,other"
event unfolding,2,0.0003,"noun,verb"
highlight key,2,0.0003,"verb,noun"
side one,2,0.0003,"noun,other"
has pink,2,0.0003,"verb,verb"
green sections,2,0.0003,"adj,noun"
has blue,2,0.0003,"verb,adj"
effect suggesting,2,0.0003,"noun,verb"
suggesting energy,2,0.0003,"verb,noun"
name cesar,2,0.0003,"noun,adj"
hair like,2,0.0003,"noun,other"
extend beyond,2,0.0003,"noun,other"
its identity,2,0.0003,"other,noun"
secrets or,2,0.0003,"noun,other"
or hidden,2,0.0003,"other,adj"
nautical theme,2,0.0003,"adj,noun"
both serene,2,0.0003,"other,noun"
somber despite,2,0.0003,"verb,other"
despite these,2,0.0003,"other,other"
certain vibrancy,2,0.0003,"adj,verb"
eerie or,2,0.0003,"noun,other"
color blue,2,0.0003,"noun,adj"
deep to,2,0.0003,"adj,other"
manner without,2,0.0003,"noun,other"
boundaries which,2,0.0003,"noun,other"
includes bright,2,0.0003,"verb,adj"
appears expressive,2,0.0003,"verb,adj"
dynamism across,2,0.0003,"verb,other"
without sharp,2,0.0003,"other,adj"
edges or,2,0.0003,"verb,other"
white giving,2,0.0003,"adj,verb"
or drips,2,0.0003,"other,noun"
paying homage,2,0.0003,"verb,noun"
to vincent,2,0.0003,"other,adj"
sunflowers the,2,0.0003,"noun,other"
and aligns,2,0.0003,"other,noun"
an unfinished,2,0.0003,"other,adj"
emotion associated,2,0.0003,"noun,verb"
using abstract,2,0.0003,"verb,adj"
art here,2,0.0003,"adv,adv"
table seemingly,2,0.0003,"noun,adv"
pursuit or,2,0.0003,"noun,other"
style both,2,0.0003,"noun,other"
in realistic,2,0.0003,"other,adj"
surroundings or,2,0.0003,"noun,other"
shapes while,2,0.0003,"noun,other"
or streaks,2,0.0003,"other,noun"
air or,2,0.0003,"noun,other"
paint was,2,0.0003,"noun,verb"
thrown onto,2,0.0003,"other,other"
to combine,2,0.0003,"other,adj"
is sam,2,0.0003,"verb,noun"
in paintings,2,0.0003,"other,noun"
stand and,2,0.0003,"noun,other"
natural wood,2,0.0003,"adj,noun"
head instead,2,0.0003,"noun,adv"
brancusi s,2,0.0003,"noun,noun"
varied featuring,2,0.0003,"adj,verb"
and aged,2,0.0003,"other,verb"
include both,2,0.0003,"verb,other"
head holding,2,0.0003,"noun,verb"
hands while,2,0.0003,"verb,other"
most significant,2,0.0003,"adv,adj"
wild and,2,0.0003,"adj,other"
rugged environment,2,0.0003,"verb,noun"
by tivadar,2,0.0003,"other,verb"
captures this,2,0.0003,"verb,other"
with intensity,2,0.0003,"other,noun"
altitude environment,2,0.0003,"verb,noun"
graphic style,2,0.0003,"adj,noun"
likely one,2,0.0003,"adj,other"
flowers this,2,0.0003,"noun,other"
or pond,2,0.0003,"other,verb"
several leafless,2,0.0003,"adj,noun"
winter season,2,0.0003,"noun,noun"
shows rolling,2,0.0003,"verb,verb"
style focusing,2,0.0003,"noun,verb"
ville d,2,0.0003,"other,noun"
d avray,2,0.0003,"noun,verb"
french landscape,2,0.0003,"adj,noun"
painter in,2,0.0003,"noun,other"
under different,2,0.0003,"other,adj"
different weather,2,0.0003,"adj,noun"
towering cliffs,2,0.0003,"verb,noun"
fallen trees,2,0.0003,"verb,noun"
the cliffs,2,0.0003,"other,noun"
rock faces,2,0.0003,"noun,verb"
are bathed,2,0.0003,"verb,verb"
central band,2,0.0003,"adj,verb"
technique or,2,0.0003,"noun,other"
reduce art,2,0.0003,"verb,adv"
fundamental elements,2,0.0003,"adj,noun"
elements emphasizing,2,0.0003,"noun,verb"
large circle,2,0.0003,"adj,noun"
be superimposed,2,0.0003,"verb,verb"
superimposed onto,2,0.0003,"verb,other"
onto another,2,0.0003,"other,other"
are ready,2,0.0003,"verb,adj"
just returned,2,0.0003,"adv,verb"
harbor a,2,0.0003,"noun,other"
historical charm,2,0.0003,"adj,noun"
by cooler,2,0.0003,"other,noun"
effect giving,2,0.0003,"noun,verb"
tranquility that,2,0.0003,"noun,other"
pale green,2,0.0003,"noun,adj"
in design,2,0.0003,"other,noun"
that gently,2,0.0003,"other,adv"
subtle reflections,2,0.0003,"verb,verb"
the expanse,2,0.0003,"other,noun"
silhouettes adding,2,0.0003,"verb,verb"
physical accuracy,2,0.0003,"adj,noun"
nature inviting,2,0.0003,"noun,verb"
washington is,2,0.0003,"noun,verb"
for military,2,0.0003,"other,adj"
military commanders,2,0.0003,"adj,noun"
the battlefield,2,0.0003,"other,noun"
s leadership,2,0.0003,"noun,noun"
leadership in,2,0.0003,"noun,other"
him likely,2,0.0003,"other,adj"
stepped into,2,0.0003,"adj,other"
the shower,2,0.0003,"other,adj"
the change,2,0.0003,"other,noun"
temperature or,2,0.0003,"noun,other"
artists seek,2,0.0003,"noun,adj"
of sexuality,2,0.0003,"other,noun"
clean uncluttered,2,0.0003,"adj,verb"
portrayal and,2,0.0003,"adj,other"
piece captures,2,0.0003,"noun,verb"
captures david,2,0.0003,"verb,adv"
just slayed,2,0.0003,"adv,verb"
of donatello,2,0.0003,"other,noun"
lying horizontally,2,0.0003,"verb,adv"
horizontally on,2,0.0003,"adv,other"
plastic the,2,0.0003,"noun,other"
piece can,2,0.0003,"noun,other"
masson is,2,0.0003,"noun,verb"
surrealistic piece,2,0.0003,"adj,noun"
complex scene,2,0.0003,"adj,noun"
occupying a,2,0.0003,"verb,other"
significant part,2,0.0003,"adj,noun"
features layers,2,0.0003,"noun,noun"
complexity overall,2,0.0003,"noun,adj"
to coexist,2,0.0003,"other,verb"
a major,2,0.0003,"other,adj"
or killed,2,0.0003,"other,verb"
a fall,2,0.0003,"other,verb"
some carrying,2,0.0003,"other,verb"
or swords,2,0.0003,"other,noun"
setting suggest,2,0.0003,"verb,verb"
this battle,2,0.0003,"other,noun"
fighting in,2,0.0003,"verb,other"
such conflicts,2,0.0003,"adj,noun"
conflicts the,2,0.0003,"noun,other"
a design,2,0.0003,"other,noun"
specific regiment,2,0.0003,"adj,verb"
standard the,2,0.0003,"adj,other"
his historical,2,0.0003,"other,adj"
historical paintings,2,0.0003,"adj,noun"
often captured,2,0.0003,"adv,verb"
specific knowledge,2,0.0003,"adj,noun"
arno breker,2,0.0003,"adj,noun"
sculpture portrays,2,0.0003,"noun,verb"
to humanity,2,0.0003,"other,noun"
humanity the,2,0.0003,"noun,other"
of stealing,2,0.0003,"other,verb"
upwards as,2,0.0003,"noun,other"
musculature of,2,0.0003,"noun,other"
sky reflecting,2,0.0003,"adj,verb"
of defiance,2,0.0003,"other,noun"
the sower,2,0.0003,"other,adj"
sowing seeds,2,0.0003,"verb,noun"
seeds in,2,0.0003,"noun,other"
and heavy,2,0.0003,"other,adj"
the soil,2,0.0003,"other,noun"
margin of,2,0.0003,"noun,other"
of silence,2,0.0003,"other,noun"
silence the,2,0.0003,"noun,other"
or creature,2,0.0003,"other,noun"
hooded robe,2,0.0003,"verb,noun"
its entire,2,0.0003,"other,adj"
obscures its,2,0.0003,"noun,other"
slightly with,2,0.0003,"adv,other"
the cloak,2,0.0003,"other,noun"
face remains,2,0.0003,"noun,verb"
or cliff,2,0.0003,"other,noun"
yet intriguing,2,0.0003,"adv,verb"
subtle suggesting,2,0.0003,"verb,verb"
kay sage,2,0.0003,"verb,verb"
found at,2,0.0003,"verb,other"
deep distress,2,0.0003,"adj,noun"
is disheveled,2,0.0003,"verb,verb"
s caught,2,0.0003,"noun,noun"
capturing complex,2,0.0003,"verb,adj"
human expressions,2,0.0003,"adj,noun"
displayed there,2,0.0003,"adj,adv"
sculpture likely,2,0.0003,"noun,adj"
art intended,2,0.0003,"adv,verb"
abstraction s,2,0.0003,"noun,noun"
traditional figurative,2,0.0003,"adj,adj"
like faces,2,0.0003,"other,verb"
distinct clothing,2,0.0003,"adj,verb"
scene according,2,0.0003,"noun,verb"
foreground inviting,2,0.0003,"noun,verb"
warm or,2,0.0003,"adj,other"
darker and,2,0.0003,"noun,other"
more textured,2,0.0003,"adv,verb"
textured at,2,0.0003,"verb,other"
emphasizing spontaneous,2,0.0003,"verb,adj"
titled mask,2,0.0003,"verb,adj"
or ground,2,0.0003,"other,noun"
ground covered,2,0.0003,"noun,verb"
that gaze,2,0.0003,"other,verb"
having a,2,0.0003,"verb,other"
representation inside,2,0.0003,"noun,adv"
it reminiscent,2,0.0003,"other,adj"
another level,2,0.0003,"other,noun"
complexity with,2,0.0003,"noun,other"
a planet,2,0.0003,"other,noun"
planet or,2,0.0003,"noun,other"
imagination inviting,2,0.0003,"noun,verb"
guevara in,2,0.0003,"noun,other"
iconic pop,2,0.0003,"adj,noun"
warhol the,2,0.0003,"noun,other"
rows each,2,0.0003,"verb,other"
panel showcases,2,0.0003,"noun,noun"
spectrum that,2,0.0003,"noun,other"
dynamism typical,2,0.0003,"verb,adj"
culture icons,2,0.0003,"noun,noun"
images in,2,0.0003,"noun,other"
in media,2,0.0003,"other,noun"
event related,2,0.0003,"noun,verb"
then known,2,0.0003,"adv,verb"
either arriving,2,0.0003,"other,verb"
arriving or,2,0.0003,"verb,other"
to depart,2,0.0003,"other,adj"
decks of,2,0.0003,"noun,other"
or communication,2,0.0003,"other,noun"
objects adding,2,0.0003,"noun,verb"
marine or,2,0.0003,"noun,other"
or maritime,2,0.0003,"other,noun"
art given,2,0.0003,"adv,verb"
vessels and,2,0.0003,"noun,other"
presented appears,2,0.0003,"verb,verb"
features due,2,0.0003,"noun,adj"
movement rather,2,0.0003,"noun,adv"
joan mitchell,2,0.0003,"noun,noun"
urban landscapes,2,0.0003,"adj,verb"
series no,2,0.0003,"noun,other"
no 26,2,0.0003,"other,other"
first love,2,0.0003,"adj,verb"
love by,2,0.0003,"verb,other"
perle fine,2,0.0003,"noun,adj"
cool the,2,0.0003,"adj,other"
other slightly,2,0.0003,"adj,adv"
nostalgia or,2,0.0003,"adj,other"
title first,2,0.0003,"noun,adj"
artwork interpretations,2,0.0003,"noun,noun"
named charlotte,2,0.0003,"verb,noun"
lovis corinth,2,0.0003,"noun,adj"
face contribute,2,0.0003,"noun,noun"
is kept,2,0.0003,"verb,verb"
portrait capturing,2,0.0003,"noun,verb"
markings that,2,0.0003,"noun,other"
is organic,2,0.0003,"verb,adj"
towards earth,2,0.0003,"noun,verb"
by cy,2,0.0003,"other,noun"
cy twombly,2,0.0003,"noun,adv"
who views,2,0.0003,"other,noun"
views it,2,0.0003,"noun,other"
a lightning,2,0.0003,"other,noun"
forms extending,2,0.0003,"noun,verb"
a shiny,2,0.0003,"other,adj"
shiny appearance,2,0.0003,"adj,noun"
fluid brushstrokes,2,0.0003,"noun,noun"
war european,2,0.0003,"noun,adj"
modernist movement,2,0.0003,"noun,noun"
titled pintura,2,0.0003,"verb,noun"
year 1960,2,0.0003,"noun,other"
or points,2,0.0003,"other,noun"
interest within,2,0.0003,"noun,other"
of complementary,2,0.0003,"other,adj"
viewer there,2,0.0003,"noun,adv"
patterns he,2,0.0003,"noun,other"
other draped,2,0.0003,"adj,verb"
surrealism that,2,0.0003,"noun,other"
merges reality,2,0.0003,"noun,noun"
the names,2,0.0003,"other,adv"
any historical,2,0.0003,"other,adj"
the germ,2,0.0003,"other,adj"
germ of,2,0.0003,"adj,other"
night by,2,0.0003,"noun,other"
hérold the,2,0.0003,"adj,other"
human hands,2,0.0003,"adj,verb"
have flowers,2,0.0003,"verb,noun"
bones and,2,0.0003,"noun,other"
possibly fish,2,0.0003,"adv,noun"
fish scales,2,0.0003,"noun,verb"
resemble humans,2,0.0003,"adj,noun"
or nightmare,2,0.0003,"other,adj"
nightmare scenario,2,0.0003,"adj,noun"
the fear,2,0.0003,"other,adj"
are jesus,2,0.0003,"verb,noun"
his disciples,2,0.0003,"other,noun"
emotions reflecting,2,0.0003,"noun,verb"
hall with,2,0.0003,"adj,other"
importance fitting,2,0.0003,"noun,verb"
apostles the,2,0.0003,"noun,other"
characters is,2,0.0003,"noun,verb"
tones lending,2,0.0003,"noun,noun"
lending a,2,0.0003,"noun,other"
cloths and,2,0.0003,"noun,other"
another overall,2,0.0003,"other,adj"
final meal,2,0.0003,"adj,noun"
meal with,2,0.0003,"noun,other"
style depicts,2,0.0003,"noun,verb"
passion narrative,2,0.0003,"noun,adj"
between earth,2,0.0003,"other,verb"
memling s,2,0.0003,"verb,noun"
outdoor settings,2,0.0003,"adj,noun"
settings as,2,0.0003,"noun,other"
capturing multiple,2,0.0003,"verb,noun"
artistic themes,2,0.0003,"adj,noun"
auteuil paris,2,0.0003,"adj,noun"
what was,2,0.0003,"other,verb"
events he,2,0.0003,"noun,other"
full skirts,2,0.0003,"adj,noun"
open park,2,0.0003,"adj,verb"
otherworldly landscape,2,0.0003,"adv,noun"
material as,2,0.0003,"noun,other"
or boulders,2,0.0003,"other,noun"
ancient ruins,2,0.0003,"noun,verb"
forms abstracted,2,0.0003,"noun,adj"
discern in,2,0.0003,"adj,other"
high into,2,0.0003,"adj,other"
line contributing,2,0.0003,"noun,verb"
somber perhaps,2,0.0003,"verb,adv"
hidden meanings,2,0.0003,"adj,noun"
within such,2,0.0003,"other,adj"
a stool,2,0.0003,"other,noun"
just behind,2,0.0003,"adv,other"
harém miope,2,0.0003,"noun,noun"
wearing sunglasses,2,0.0003,"verb,noun"
of vision,2,0.0003,"other,verb"
neutral the,2,0.0003,"adj,other"
portraits this,2,0.0003,"noun,other"
context a,2,0.0003,"adj,other"
luxurious couch,2,0.0003,"adj,adj"
dress embellished,2,0.0003,"noun,verb"
background setting,2,0.0003,"other,verb"
outdoor location,2,0.0003,"adj,verb"
sofa which,2,0.0003,"verb,other"
franz xaver,2,0.0003,"verb,adv"
xaver winterhalter,2,0.0003,"adv,adj"
shadow color,2,0.0003,"adj,noun"
garden by,2,0.0003,"noun,other"
white tablecloth,2,0.0003,"adj,other"
meal in,2,0.0003,"noun,other"
just concluded,2,0.0003,"adv,verb"
and saucer,2,0.0003,"other,noun"
containing a,2,0.0003,"verb,other"
a beverage,2,0.0003,"other,verb"
beverage such,2,0.0003,"verb,adj"
holding flowers,2,0.0003,"verb,noun"
in quiet,2,0.0003,"other,adj"
fence runs,2,0.0003,"noun,verb"
curved form,2,0.0003,"verb,noun"
topped by,2,0.0003,"verb,other"
boundary of,2,0.0003,"adj,other"
this wall,2,0.0003,"other,verb"
near it,2,0.0003,"other,other"
suggested which,2,0.0003,"verb,other"
art elements,2,0.0003,"adv,noun"
floor there,2,0.0003,"noun,adv"
assembled in,2,0.0003,"verb,other"
pieces have,2,0.0003,"noun,verb"
cut or,2,0.0003,"noun,other"
as chairs,2,0.0003,"other,noun"
pieces vary,2,0.0003,"noun,adj"
rectangular format,2,0.0003,"adj,noun"
characters possibly,2,0.0003,"noun,adv"
to communication,2,0.0003,"other,noun"
jensen s,2,0.0003,"adj,noun"
combining elements,2,0.0003,"verb,noun"
of mythology,2,0.0003,"other,noun"
mathematics and,2,0.0003,"noun,other"
and scientific,2,0.0003,"other,adj"
visual puzzle,2,0.0003,"adj,noun"
its meanings,2,0.0003,"other,noun"
larger composition,2,0.0003,"adj,noun"
section shows,2,0.0003,"noun,verb"
flow there,2,0.0003,"adj,adv"
an incomplete,2,0.0003,"other,adj"
means that,2,0.0003,"verb,other"
instead relies,2,0.0003,"adv,noun"
with simplicity,2,0.0003,"other,noun"
suggesting classical,2,0.0003,"verb,adj"
architecture there,2,0.0003,"adj,adv"
look towards,2,0.0003,"noun,noun"
titled light,2,0.0003,"verb,adj"
by martha,2,0.0003,"other,noun"
two boats,2,0.0003,"other,noun"
smaller boat,2,0.0003,"adj,noun"
beach which,2,0.0003,"noun,other"
some scattered,2,0.0003,"other,verb"
visible portion,2,0.0003,"adj,noun"
portion shows,2,0.0003,"noun,verb"
borders which,2,0.0003,"noun,other"
these broad,2,0.0003,"other,adj"
often devoid,2,0.0003,"adv,noun"
detail focusing,2,0.0003,"noun,verb"
motif which,2,0.0003,"noun,other"
typically a,2,0.0003,"adv,other"
them almost,2,0.0003,"other,adv"
sultan s,2,0.0003,"noun,noun"
with confidence,2,0.0003,"other,noun"
or banner,2,0.0003,"other,other"
balance order,2,0.0003,"noun,noun"
boots and,2,0.0003,"verb,other"
grips the,2,0.0003,"noun,other"
actual battle,2,0.0003,"adj,noun"
napoleon and,2,0.0003,"noun,other"
observations the,2,0.0003,"noun,other"
of tree,2,0.0003,"other,verb"
tree bark,2,0.0003,"verb,noun"
feature on,2,0.0003,"noun,other"
cliff is,2,0.0003,"noun,verb"
formation with,2,0.0003,"noun,other"
with protrusions,2,0.0003,"other,noun"
surface covered,2,0.0003,"noun,verb"
might indeed,2,0.0003,"other,adv"
be like,2,0.0003,"verb,other"
the quietude,2,0.0003,"other,verb"
being close,2,0.0003,"verb,adj"
of enchantment,2,0.0003,"other,adj"
simple landscape,2,0.0003,"adj,noun"
sitting outdoors,2,0.0003,"verb,noun"
outdoors she,2,0.0003,"noun,other"
fan in,2,0.0003,"noun,other"
distance or,2,0.0003,"noun,other"
s red,2,0.0003,"noun,verb"
an insect,2,0.0003,"other,adj"
pyotr konchalovsky,2,0.0003,"verb,noun"
modest and,2,0.0003,"adj,other"
somewhat cluttered,2,0.0003,"adv,verb"
natural coming,2,0.0003,"adj,verb"
leave the,2,0.0003,"verb,other"
room to,2,0.0003,"noun,other"
a living,2,0.0003,"other,verb"
interpreting its,2,0.0003,"verb,other"
artwork le,2,0.0003,"noun,noun"
le pont,2,0.0003,"noun,noun"
its path,2,0.0003,"other,noun"
dynamic urban,2,0.0003,"adj,adj"
buildings can,2,0.0003,"noun,other"
arts as,2,0.0003,"noun,other"
by armand,2,0.0003,"other,noun"
artists using,2,0.0003,"noun,verb"
including lace,2,0.0003,"verb,noun"
small cross,2,0.0003,"adj,noun"
been poured,2,0.0003,"verb,verb"
poured or,2,0.0003,"verb,other"
order within,2,0.0003,"noun,other"
rothko there,2,0.0003,"noun,adv"
band has,2,0.0003,"verb,verb"
shade while,2,0.0003,"verb,other"
are separated,2,0.0003,"verb,verb"
same blue,2,0.0003,"adj,adj"
of division,2,0.0003,"other,noun"
two areas,2,0.0003,"other,noun"
provided titled,2,0.0003,"verb,verb"
armor indicative,2,0.0003,"noun,adj"
of chivalry,2,0.0003,"other,noun"
placed nearby,2,0.0003,"verb,adj"
possibly after,2,0.0003,"adv,other"
both have,2,0.0003,"other,verb"
terrain possibly,2,0.0003,"noun,adv"
way their,2,0.0003,"noun,other"
mountains visible,2,0.0003,"verb,adj"
as dark,2,0.0003,"other,noun"
almost caricature,2,0.0003,"adv,noun"
colors may,2,0.0003,"noun,other"
confidence he,2,0.0003,"noun,other"
lace cuffs,2,0.0003,"noun,noun"
lines vary,2,0.0003,"noun,adj"
the suggestion,2,0.0003,"other,noun"
heemskerck has,2,0.0003,"adj,verb"
is given,2,0.0003,"verb,verb"
painting displays,2,0.0003,"noun,noun"
purple pink,2,0.0003,"noun,verb"
what specific,2,0.0003,"other,adj"
be represented,2,0.0003,"verb,verb"
fautrier s,2,0.0003,"adj,noun"
the cobra,2,0.0003,"other,adj"
cobra movement,2,0.0003,"adj,noun"
drawing methods,2,0.0003,"verb,noun"
or thrown,2,0.0003,"other,other"
white areas,2,0.0003,"adj,noun"
that location,2,0.0003,"other,verb"
jane elizabeth,2,0.0003,"noun,noun"
resting together,2,0.0003,"verb,adv"
hoppner s,2,0.0003,"verb,noun"
is delicate,2,0.0003,"verb,noun"
elizabeth s,2,0.0003,"noun,noun"
also her,2,0.0003,"adv,other"
context with,2,0.0003,"adj,other"
romantic and,2,0.0003,"adj,other"
and sentimental,2,0.0003,"other,adj"
sentimental quality,2,0.0003,"adj,noun"
intertwined and,2,0.0003,"verb,other"
mark the,2,0.0003,"noun,other"
quality suggest,2,0.0003,"noun,verb"
informel was,2,0.0003,"noun,verb"
v it,2,0.0003,"other,other"
are simple,2,0.0003,"verb,adj"
lines forming,2,0.0003,"noun,noun"
disciplines within,2,0.0003,"noun,other"
used shading,2,0.0003,"verb,verb"
only as,2,0.0003,"adv,other"
cascades over,2,0.0003,"verb,other"
lips suggesting,2,0.0003,"noun,verb"
suggesting introspection,2,0.0003,"verb,verb"
blurred drawing,2,0.0003,"verb,verb"
and period,2,0.0003,"other,noun"
the collective,2,0.0003,"other,adj"
cliff edge,2,0.0003,"noun,noun"
trees growing,2,0.0003,"noun,verb"
cliff adding,2,0.0003,"noun,verb"
buildings at,2,0.0003,"noun,other"
at evoking,2,0.0003,"other,verb"
introspection for,2,0.0003,"verb,other"
been placed,2,0.0003,"verb,verb"
a floor,2,0.0003,"other,noun"
floor that,2,0.0003,"noun,other"
there the,2,0.0003,"adv,other"
in with,2,0.0003,"other,other"
less defined,2,0.0003,"adj,verb"
studio space,2,0.0003,"noun,noun"
layered to,2,0.0003,"verb,other"
face composed,2,0.0003,"noun,verb"
s intended,2,0.0003,"noun,verb"
their realistic,2,0.0003,"other,adj"
involves organic,2,0.0003,"verb,adj"
the wave,2,0.0003,"other,noun"
of powerful,2,0.0003,"other,adj"
tones dominates,2,0.0003,"noun,noun"
scene evoking,2,0.0003,"noun,verb"
shoreline is,2,0.0003,"noun,verb"
realistic observation,2,0.0003,"adj,noun"
force of,2,0.0003,"noun,other"
and pillows,2,0.0003,"other,noun"
pillows she,2,0.0003,"noun,other"
flowing clothing,2,0.0003,"verb,verb"
includes ruffles,2,0.0003,"verb,noun"
lace which,2,0.0003,"noun,other"
fashion as,2,0.0003,"noun,other"
however based,2,0.0003,"adv,verb"
specific detail,2,0.0003,"adj,noun"
sunset there,2,0.0003,"noun,adv"
urban architecture,2,0.0003,"adj,adj"
the unexpected,2,0.0003,"other,adj"
unexpected element,2,0.0003,"adj,adj"
depth at,2,0.0003,"noun,other"
resources the,2,0.0003,"noun,other"
earthy contributing,2,0.0003,"adj,verb"
titled yellow,2,0.0003,"verb,adj"
triptych by,2,0.0003,"noun,other"
dynamic giving,2,0.0003,"adj,verb"
a rhythm,2,0.0003,"other,adv"
tiles arranged,2,0.0003,"noun,verb"
slightly different,2,0.0003,"adv,adj"
differences in,2,0.0003,"noun,other"
leduc is,2,0.0003,"adj,verb"
using subtle,2,0.0003,"verb,verb"
be perceived,2,0.0003,"verb,verb"
simple or,2,0.0003,"adj,other"
s period,2,0.0003,"noun,noun"
when light,2,0.0003,"other,adj"
by lajos,2,0.0003,"other,adj"
its space,2,0.0003,"other,noun"
use simple,2,0.0003,"noun,adj"
half and,2,0.0003,"noun,other"
line within,2,0.0003,"noun,other"
appreciated for,2,0.0003,"verb,other"
person this,2,0.0003,"noun,other"
torso creating,2,0.0003,"adj,verb"
an eastern,2,0.0003,"other,adj"
arches reminiscent,2,0.0003,"verb,adj"
stormy night,2,0.0003,"noun,noun"
building adding,2,0.0003,"verb,verb"
by vertical,2,0.0003,"other,adj"
upwards possibly,2,0.0003,"noun,adv"
or departing,2,0.0003,"other,verb"
travel was,2,0.0003,"noun,verb"
of transport,2,0.0003,"other,noun"
and surrealistic,2,0.0003,"other,adj"
abstract bird,2,0.0003,"adj,noun"
is curved,2,0.0003,"verb,verb"
prominent eye,2,0.0003,"noun,noun"
smaller blue,2,0.0003,"adj,adj"
form has,2,0.0003,"noun,verb"
multiple legs,2,0.0003,"noun,adj"
s connected,2,0.0003,"noun,verb"
root system,2,0.0003,"verb,noun"
imagination intertwine,2,0.0003,"noun,adj"
intertwine to,2,0.0003,"adj,other"
like scenes,2,0.0003,"other,noun"
between viewers,2,0.0003,"other,noun"
of ceramic,2,0.0003,"other,adj"
titled blind,2,0.0003,"verb,other"
sea turtle,2,0.0003,"noun,adj"
a functional,2,0.0003,"other,adj"
of sand,2,0.0003,"other,noun"
the turtle,2,0.0003,"other,adj"
cup has,2,0.0003,"noun,verb"
textures gives,2,0.0003,"noun,verb"
cup s,2,0.0003,"noun,noun"
and functionality,2,0.0003,"other,noun"
or description,2,0.0003,"other,noun"
modality series,2,0.0003,"noun,noun"
spring awakening,2,0.0003,"noun,verb"
surrealism suggesting,2,0.0003,"noun,verb"
uses visual,2,0.0003,"noun,adj"
patterned background,2,0.0003,"verb,other"
black contributing,2,0.0003,"adj,verb"
lines these,2,0.0003,"noun,other"
forms intersect,2,0.0003,"noun,verb"
natural process,2,0.0003,"adj,adj"
with springtime,2,0.0003,"other,noun"
series may,2,0.0003,"noun,other"
image being,2,0.0003,"noun,verb"
visual qualities,2,0.0003,"adj,noun"
prominent white,2,0.0003,"noun,adj"
is encircled,2,0.0003,"verb,verb"
encircled by,2,0.0003,"verb,other"
a broad,2,0.0003,"other,adj"
ring of,2,0.0003,"verb,other"
photograph the,2,0.0003,"verb,other"
rothko and,2,0.0003,"noun,other"
and barnett,2,0.0003,"other,noun"
painting particularly,2,0.0003,"noun,adv"
edge where,2,0.0003,"noun,other"
christ carrying,2,0.0003,"noun,verb"
christ bearing,2,0.0003,"noun,verb"
to calvary,2,0.0003,"other,adj"
calvary the,2,0.0003,"adj,other"
etched with,2,0.0003,"verb,other"
cityscape possibly,2,0.0003,"noun,adv"
certain emotional,2,0.0003,"adj,adj"
or dock,2,0.0003,"other,verb"
ship has,2,0.0003,"noun,verb"
recent activity,2,0.0003,"adj,noun"
environments there,2,0.0003,"noun,adv"
diffused sky,2,0.0003,"verb,adj"
anchoring the,2,0.0003,"verb,other"
plush chair,2,0.0003,"noun,verb"
examining a,2,0.0003,"verb,other"
sink into,2,0.0003,"verb,other"
without competing,2,0.0003,"other,verb"
competing for,2,0.0003,"verb,other"
modernity with,2,0.0003,"noun,other"
antiquity or,2,0.0003,"noun,other"
clothing has,2,0.0003,"verb,verb"
and nuances,2,0.0003,"other,noun"
striking element,2,0.0003,"adj,adj"
element against,2,0.0003,"adj,other"
perhaps contemplating,2,0.0003,"adv,verb"
contemplating their,2,0.0003,"verb,other"
the impactful,2,0.0003,"other,adj"
impactful nature,2,0.0003,"adj,noun"
minimalist genre,2,0.0003,"noun,verb"
robert ryman,2,0.0003,"adj,adj"
rectangles set,2,0.0003,"noun,verb"
a beige,2,0.0003,"other,adv"
has slightly,2,0.0003,"verb,adv"
edges adding,2,0.0003,"verb,verb"
of tan,2,0.0003,"other,adj"
over more,2,0.0003,"other,adv"
matter or,2,0.0003,"noun,other"
those used,2,0.0003,"other,verb"
angle with,2,0.0003,"verb,other"
color arrangement,2,0.0003,"noun,adj"
neutral or,2,0.0003,"adj,other"
distinctly pop,2,0.0003,"adv,noun"
desire in,2,0.0003,"verb,other"
defined without,2,0.0003,"verb,other"
many color,2,0.0003,"adj,noun"
warren rohrer,2,0.0003,"noun,noun"
snowy field,2,0.0003,"noun,noun"
line there,2,0.0003,"noun,adv"
ice and,2,0.0003,"noun,other"
between warm,2,0.0003,"other,adj"
at themes,2,0.0003,"other,noun"
coldness or,2,0.0003,"noun,other"
or hope,2,0.0003,"other,noun"
desolate environment,2,0.0003,"verb,noun"
physical conditions,2,0.0003,"adj,noun"
portrayed and,2,0.0003,"verb,other"
overall charm,2,0.0003,"adj,noun"
bright palette,2,0.0003,"adj,noun"
bringing life,2,0.0003,"verb,noun"
intermingling in,2,0.0003,"adj,other"
includes vibrant,2,0.0003,"verb,noun"
without blending,2,0.0003,"other,verb"
phenomena or,2,0.0003,"adj,other"
or musical,2,0.0003,"other,adj"
s evident,2,0.0003,"noun,adj"
evident that,2,0.0003,"adj,other"
spreading across,2,0.0003,"verb,other"
may carry,2,0.0003,"other,noun"
kaleidoscopic effect,2,0.0003,"other,noun"
circular element,2,0.0003,"adj,adj"
of cadiz,2,0.0003,"other,noun"
century spanish,2,0.0003,"noun,adj"
